date,country_code,article,qid,pageviews,lang_code,instance_of,summary,category
2023-03-23,JP,道端ジェシカ,Q202756,13066,ja,human,Jessica Michibata Argentine Japanese author and entrepreneur author,current
2023-03-23,JP,村田善則,Q11523417,13057,ja,human,Yoshinori Murata Japanese baseball player baseball player,current
2023-03-17,JP,ベン・アフレック,Q483118,13057,ja,human,"Ben Affleck American film actor, director and screenwriter (born 1972) screenwriter",current
2023-03-23,JP,今田美桜,Q30923595,13055,ja,human,Mio Imada Japanese actress and model actor,current
2023-03-26,JP,古橋亨梧,Q28690600,13051,ja,human,Kyogo Furuhashi Japanese association football player association football player,current
2023-03-15,JP,中村敬斗,Q45819496,13049,ja,human,Keito Nakamura Japanese association football player association football player,current
2023-03-12,JP,中村悠平,Q11365607,13025,ja,human,Yuhei Nakamura baseball player baseball player,current
2023-03-12,JP,吉本ひかる,Q64783012,13017,ja,human,Hikaru Yoshimoto Japanese golfer professional golfer,current
2023-03-19,JP,栗山英樹,Q10855516,12995,ja,human,Hideki Kuriyama Japanese baseball player and manager baseball player,historical
2023-03-27,JP,秋本啓之,Q5771479,12985,ja,human,Hiroyuki Akimoto Japanese judoka judoka,current
2023-03-21,JP,岡本和真,Q18817419,12975,ja,human,Kazuma Okamoto baseball player baseball player,current
2023-03-16,JP,岩本輝雄,Q2462575,12961,ja,human,Teruo Iwamoto Japanese association football player association football player,current
2023-03-24,JP,山本由伸,Q30935992,12953,ja,human,Yoshinobu Yamamoto Japanese baseball player baseball player,current
2023-03-24,JP,衛藤美彩,Q5359588,12905,ja,human,"Misa Etō Japanese female talent, fashion model (1993-) actor",current
2023-03-11,JP,髙橋宏斗,Q104538904,12905,ja,human,Hiroto Takahashi Japanese baseball player professional baseball player,current
2023-03-16,JP,裕木奈江,Q11626795,12905,ja,human,Nae Yūki Japanese actress and singer actor,current
2023-03-15,JP,今田美桜,Q30923595,12844,ja,human,Mio Imada Japanese actress and model actor,current
2023-03-23,JP,川上量生,Q11477605,12833,ja,human,Nobuo Kawakami Japanese businessperson and film producer businessperson,current
2023-03-22,JP,湯浅京己,Q59552004,12827,ja,human,Atsuki Yuasa Japanese baseball player baseball player,current
2023-03-29,JP,徳川家康,Q171977,12826,ja,human,Tokugawa Ieyasu founder and first shogun of the Tokugawa shogunate of Japan (1543–1616) samurai,historical
2023-03-22,JP,デビン・ウィリアムズ_(野球),Q66336465,12824,ja,human,Devin Williams American baseball player (born 1994) baseball player,current
2023-03-01,JP,KENTA_(俳優),Q11227782,12820,ja,human,Kenta Japanese actor actor,current
2023-03-18,JP,徳川家康,Q171977,12808,ja,human,Tokugawa Ieyasu founder and first shogun of the Tokugawa shogunate of Japan (1543–1616) samurai,historical
2023-03-26,JP,藤浪晋太郎,Q392329,12805,ja,human,Shintaro Fujinami Japanese professional baseball player baseball player,current
2023-03-25,JP,紗栄子,Q1039622,12792,ja,human,Saeko Japanese actress actor,current
2023-03-24,JP,吉井理人,Q487530,12787,ja,human,"Masato Yoshii Japanese professional baseball player, MLB player, coach, manager baseball player",current
2023-03-08,JP,山本聖子,Q514138,12785,ja,human,Seiko Yamamoto Japanese wrestler amateur wrestler,current
2023-03-14,JP,今田美桜,Q30923595,12777,ja,human,Mio Imada Japanese actress and model actor,current
2023-03-17,JP,エドウィン・ディアス,Q24663923,12763,ja,human,Edwin Díaz Puerto Rican baseball pitcher professional baseball player,historical
2023-03-29,JP,小西洋之,Q11463616,12755,ja,human,Hiroyuki Konishi Japanese politician politician,current
2023-03-16,JP,ボビー・コールドウェル,Q2907941,12752,ja,human,"Bobby Caldwell American singer, songwriter and multi-instrumentalist (1951-2023) singer-songwriter",historical
2023-03-08,JP,鈴木福,Q875763,12739,ja,human,Fuku Suzuki Japanese actor actor,current
2023-03-10,JP,木村貴宏,Q7677059,12737,ja,human,Takahiro Kimura Japanese illustrator (1964–2023) animator,current
2023-03-18,JP,若林豪,Q3544380,12731,ja,human,Gō Wakabayashi Japanese actor actor,historical
2023-03-18,JP,岩橋玄樹,Q16264377,12650,ja,human,Genki Iwahashi Japanese actor actor,current
2023-03-20,JP,RIKACO,Q11240925,12626,ja,human,"Rikaco Japanese actress, businesswoman actor",current
2023-03-28,JP,シュミット・ダニエル,Q17159642,12615,ja,human,Daniel Schmidt Japanese association football player association football player,current
2023-03-28,JP,近藤健介,Q11638712,12604,ja,human,Kensuke Kondo Japanese professional baseball player baseball player,current
2023-03-26,JP,廣瀬智美,Q11486398,12582,ja,human,Tomomi Hirose Japanese announcer announcer,current
2023-03-03,JP,翁田大勢,Q109597331,12580,ja,human,Taisei Ota Japanese professional baseball player baseball player,current
2023-03-15,JP,杉浦友紀,Q9042953,12577,ja,human,Yuki Sugiura Japanese TV announcer (1983-) announcer,historical
2023-03-09,JP,平野レミ,Q11483605,12571,ja,human,Remi Hirano Japanese tarento and singer tarento,historical
2023-03-26,JP,江口洋介,Q1046963,12550,ja,human,Yōsuke Eguchi Japanese actor and singer (born 1967) poet,current
2023-03-26,JP,霧島一博,Q6415335,12550,ja,human,Kirishima Kazuhiro sumo wrestler rikishi,historical
2023-03-30,JP,紫雷イオ,Q6061727,12549,ja,human,Iyo Sky Japanese professional wrestler professional wrestler,current
2023-03-09,JP,岡本和真,Q18817419,12544,ja,human,Kazuma Okamoto baseball player baseball player,current
2023-03-06,JP,山本美憂,Q11469295,12532,ja,human,Miyū Yamamoto Japanese wrestler and mixed martial arts (MMA) fighter amateur wrestler,current
2023-03-09,JP,南波雅俊,Q20041965,12531,ja,human,Masatoshi Nanba Japanese announcer announcer,historical
2023-03-26,JP,伊藤沙莉,Q8973362,12524,ja,human,Sairi Itō Japanese actress actor,current
2023-03-25,JP,お田鶴の方,Q28785314,12493,ja,human,Otazu no kata Japanese Samurai woman samurai,historical
2023-03-09,JP,玉城ちはる,Q11572462,12490,ja,human,Chiharu Tamaki actor actor,current
2023-03-04,JP,西野七瀬,Q11629738,12485,ja,human,"Nanase Nishino Japanese female talent, actress, fashion model Japanese idol",current
2023-03-24,JP,野茂英雄,Q486690,12482,ja,human,"Hideo Nomo Japanese professional baseball player, MLB player baseball player",current
2023-03-28,JP,藤木直人,Q1325150,12480,ja,human,Naohito Fujiki Japanese actor and singer actor,current
2023-03-10,JP,石橋杏奈,Q3547917,12479,ja,human,Anna Ishibashi Japanese model and actress actor,current
2023-03-10,JP,岡本和真,Q18817419,12463,ja,human,Kazuma Okamoto baseball player baseball player,current
2023-03-22,JP,松井裕樹,Q11529198,12463,ja,human,Yuki Matsui Japanese professional baseball player baseball player,current
2023-03-10,JP,岸田文雄,Q359480,12457,ja,human,Fumio Kishida Prime Minister of Japan from 2021 to 2024 diplomat,current
2023-03-16,JP,紗栄子,Q1039622,12457,ja,human,Saeko Japanese actress actor,current
2023-03-06,JP,西村天裕,Q54867558,12454,ja,human,Takahiro Nishimura baseball player baseball player,current
2023-03-30,JP,浜崎あゆみ,Q188111,12439,ja,human,"Ayumi Hamasaki Japanese singer, songwriter, and actress seiyū",current
2023-03-21,JP,北九州監禁殺人事件,Q1150906,12422,ja,human,Futoshi Matsunaga Japanese serial killer serial killer,historical
2023-03-31,JP,牧野富太郎,Q729955,12421,ja,human,Tomitaro Makino Japanese botanist (1862-1957) botanist,historical
2023-03-10,JP,あの,Q34861530,12372,ja,human,"Ano Japanese female singer, talent, model, model",current
2023-03-18,JP,山川穂高,Q15304363,12372,ja,human,Hotaka Yamakawa Japanese baseball player (born 1991) baseball player,current
2023-03-24,JP,村上祐子_(テレビ朝日),Q11522865,12343,ja,human,Yūko Murakami Japanese announcer announcer,current
2023-03-13,JP,マリリン・モンロー,Q4616,12333,ja,human,Marilyn Monroe American actress and model (1926–1962) film actor,historical
2023-03-19,JP,佐々木朗希,Q71678901,12323,ja,human,Rōki Sasaki Japanese baseball player baseball player,current
2023-03-25,JP,源田壮亮,Q27918037,12314,ja,human,Sōsuke Genda Japanese baseball player (1993-) baseball player,current
2023-03-24,JP,永島英明,Q11550048,12310,ja,human,Hideaki Nagashima Japanese handball player handball player,current
2023-03-19,JP,織本順吉,Q11608233,12308,ja,human,Junkichi Orimoto Japanese actor and seiyū actor,historical
2023-03-28,JP,エド・はるみ,Q9301626,12300,ja,human,Edo Harumi Japanese actress actor,current
2023-03-24,JP,春風亭一之輔,Q11513859,12283,ja,human,Ichinosuke Shunpūtei Rakugoka rakugoka,historical
2023-03-23,JP,厚澤和幸,Q6381807,12274,ja,human,Kazuyuki Atsuzawa baseball player baseball player,current
2023-03-07,JP,小野賢章,Q1139912,12255,ja,human,Kensho Ono Japanese voice actor actor,current
2023-03-03,JP,栗山英樹,Q10855516,12251,ja,human,Hideki Kuriyama Japanese baseball player and manager baseball player,historical
2023-03-07,JP,国山ハセン,Q17129893,12246,ja,human,Hasen Kuniyama Japanese talent (1991-) announcer,current
2023-03-11,JP,礒崎陽輔,Q8062680,12238,ja,human,Yōsuke Isozaki Japanese politician politician,current
2023-03-06,JP,ラウール_(ジャニーズ),Q66828598,12237,ja,human,Raul Japanese idol and SnowMan member (2003-) male actor,current
2023-03-16,JP,松坂大輔,Q26121,12236,ja,human,"Daisuke Matsuzaka Japanese professional baseball player, Major League Baseball player, baseball critic, baseball commentator baseball player",current
2023-03-18,JP,加藤茶,Q3276668,12234,ja,human,Cha Katō Japanese actor and comedian actor,current
2023-03-15,JP,山﨑颯一郎,Q30935636,12233,ja,human,Sōichirō Yamazaki baseball player baseball player,current
2023-03-20,JP,山本聖子,Q514138,12231,ja,human,Seiko Yamamoto Japanese wrestler amateur wrestler,current
2023-03-28,JP,村田諒太,Q58309,12215,ja,human,Ryōta Murata Japanese boxer boxer,current
2023-03-28,JP,金子勇_(プログラマー),Q9358431,12198,ja,human,Isamu Kaneko Japanese computer scientist programmer,current
2023-03-04,JP,ジュリア・ロバーツ,Q40523,12191,ja,human,Julia Roberts American actress (born 1967) television actor,current
2023-03-13,JP,翁田大勢,Q109597331,12181,ja,human,Taisei Ota Japanese professional baseball player baseball player,current
2023-03-05,JP,松尾諭,Q11529701,12176,ja,human,Satoru Matsuo Japanese actor (1975-) actor,historical
2023-03-26,JP,今川義元,Q1054305,12172,ja,human,Imagawa Yoshimoto Japanese daimyo of the Sengoku period samurai,historical
2023-03-31,JP,中村倫也,Q11365305,12132,ja,human,Tomoya Nakamura Japanese actor actor,current
2023-03-31,JP,水卜麻美,Q9007552,12114,ja,human,Asami Miura Japanese TV announcer announcer,current
2023-03-25,JP,葉山奨之,Q17229848,12110,ja,human,Shōno Hayama Japanese actor actor,historical
2023-03-27,JP,佐藤かよ,Q727098,12108,ja,human,Kayo Satoh Japanese model fashion model,current
2023-03-01,JP,山田裕貴,Q1050102,12102,ja,human,"Yuki Yamada Japanese actor, radio personality actor",current
2023-03-29,JP,時東ぁみ,Q2539431,12101,ja,human,Ami Tokitō Japanese singer singer,current
2023-03-11,JP,浅野いにお,Q600217,12099,ja,human,Inio Asano Japanese manga artist mangaka,current
2023-03-16,JP,池松壮亮,Q1058963,12088,ja,human,Sosuke Ikematsu Japanese actor actor,historical
2023-03-28,JP,村山聖,Q11523155,12079,ja,human,Satoshi Murayama Japanese shogi player (1969-1998) professional shogi player,historical
2023-03-09,JP,ジャニー喜多川,Q1321093,12060,ja,human,Johnny Kitagawa Japanese businessman and talent manager (1931–2019) entrepreneur,current
2023-03-12,JP,板野友美,Q1154210,12057,ja,human,Tomomi Itano Japanese singer singer,current
2023-03-20,JP,亀井静香,Q1133463,12054,ja,human,Shizuka Kamei Japanese politician politician,current
2023-03-25,JP,牧秀悟,Q102246912,12053,ja,human,Shugo Maki Japanese baseball player baseball player,current
2023-03-31,JP,ユアン・マクレガー,Q165518,12028,ja,human,Ewan McGregor Scottish actor actor,current
2023-03-28,JP,小宮璃央,Q64784373,12018,ja,human,Rio Komiya Japanese actor and model actor,current
2023-03-28,JP,三笘薫,Q44395063,12017,ja,human,Kaoru Mitoma Japanese association football player association football player,current
2023-03-15,JP,夏目亜季,Q40038665,12014,ja,human,Aki Natsume Japanese idol and politician politician,current
2023-03-04,JP,トム・サイズモア,Q349852,12007,ja,human,Tom Sizemore American actor (1961–2023) actor,historical
2023-03-10,JP,周東佑京,Q43426837,12003,ja,human,Ukyo Shuto baseball player baseball player,current
2023-03-15,JP,大江健三郎,Q80095,12001,ja,human,Kenzaburō Ōe Japanese writer and Nobel Laureate (1935–2023) novelist,current
2023-03-06,JP,近藤健介,Q11638712,11999,ja,human,Kensuke Kondo Japanese professional baseball player baseball player,current
2023-03-30,JP,野村佑希,Q60685614,11990,ja,human,Yūki Nomura Japanese baseball player baseball player,current
2023-03-24,JP,福島弓子,Q9040332,11988,ja,human,Yumiko Fukushima Japanese announcer announcer,current
2023-03-31,JP,加藤浩次,Q11399377,11983,ja,human,Kōji Katō Japanese owarai tarento actor,historical
2023-03-16,JP,水原希子,Q1051455,11965,ja,human,"Kiko Mizuhara American-Japanese actress, singer and model actor",current
2023-03-01,JP,藤浪晋太郎,Q392329,11940,ja,human,Shintaro Fujinami Japanese professional baseball player baseball player,current
2023-03-05,JP,大川宏洋,Q21018871,11912,ja,human,"Hiroshi Business person, YouTuber businessperson",current
2023-03-12,JP,徳川秀忠,Q314464,11903,ja,human,Tokugawa Hidetada Japanese shogun (1579–1632) politician,historical
2023-03-23,JP,ポール・ゴールドシュミット,Q3067488,11897,ja,human,Paul Goldschmidt American baseball player (born 1987) baseball player,current
2023-03-23,JP,黒柳徹子,Q466963,11882,ja,human,Tetsuko Kuroyanagi Japanese actress actor,current
2023-03-21,JP,牧秀悟,Q102246912,11879,ja,human,Shugo Maki Japanese baseball player baseball player,current
2023-03-25,JP,宇野昌磨,Q7500290,11870,ja,human,Shoma Uno Japanese figure skater figure skater,current
2023-03-18,JP,いかりや長介,Q3543472,11865,ja,human,Chōsuke Ikariya Japanese comedian (1931-2004) bassist,current
2023-03-14,JP,あの,Q34861530,11859,ja,human,"Ano Japanese female singer, talent, model, model",current
2023-03-26,JP,近藤健介,Q11638712,11847,ja,human,Kensuke Kondo Japanese professional baseball player baseball player,current
2023-03-09,JP,高市早苗,Q1705028,11846,ja,human,"Takaichi Sanae Japanese politician, Prime Minister of Japan since 2025 news presenter",current
2023-03-07,JP,徳川吉宗,Q319664,11846,ja,human,Tokugawa Yoshimune Japanese shogun (1684-1751) samurai,historical
2023-03-18,JP,山本由伸,Q30935992,11844,ja,human,Yoshinobu Yamamoto Japanese baseball player baseball player,current
2023-03-10,JP,小野花梨,Q11464250,11832,ja,human,Karin Ono Japanese actress actor,current
2023-03-09,JP,あの,Q34861530,11812,ja,human,"Ano Japanese female singer, talent, model, model",current
2023-03-31,JP,ダルビッシュ有,Q940215,11807,ja,human,Yu Darvish Japanese professional baseball pitcher baseball player,current
2023-03-09,JP,王貞治,Q732103,11783,ja,human,"Sadaharu Oh Taiwanese professional baseball player, coach (1940-) baseball player",historical
2023-03-07,JP,山内泉,Q56348581,11783,ja,human,Izumi Yamauchi Japanese announcer announcer,historical
2023-03-30,JP,ラーズ・ヌートバー,Q107315831,11774,ja,human,Lars Nootbaar American baseball player baseball player,current
2023-03-21,JP,甲斐拓也,Q11577891,11774,ja,human,Takuya Kai Japanese baseball player baseball player,current
2023-03-25,JP,山川穂高,Q15304363,11759,ja,human,Hotaka Yamakawa Japanese baseball player (born 1991) baseball player,current
2023-03-25,JP,山本由伸,Q30935992,11712,ja,human,Yoshinobu Yamamoto Japanese baseball player baseball player,current
2023-03-15,JP,中山美穂,Q1318594,11695,ja,human,Miho Nakayama Japanese singer and actress (1970–2024) actor,current
2023-03-15,JP,池松壮亮,Q1058963,11687,ja,human,Sosuke Ikematsu Japanese actor actor,historical
2023-03-06,JP,ホ・ヨンジ,Q17302045,11675,ja,human,Heo Young-ji South Korean singer singer,current
2023-03-20,JP,山本由伸,Q30935992,11666,ja,human,Yoshinobu Yamamoto Japanese baseball player baseball player,current
2023-03-27,JP,東谷義和,Q111593161,11665,ja,human,GaaSyy Japanese politician and YouTuber YouTuber,current
2023-03-11,JP,小松菜奈,Q11461244,11659,ja,human,Nana Komatsu Japanese actress and model actor,current
2023-03-12,JP,アリーナ・カバエワ,Q254220,11653,ja,human,"Alina Kabaeva Russian gymnast and politician, alleged partner of Vladimir Putin politician",current
2023-03-27,JP,宮城大弥,Q76284009,11636,ja,human,Hiroya Miyagi Japanese baseball player baseball player,current
2023-03-22,JP,菊池雄星,Q8061867,11635,ja,human,Yusei Kikuchi Japanese baseball player (born 1991) baseball player,current
2023-03-25,JP,宇田川優希,Q106479226,11632,ja,human,Yuki Udagawa Japanese baseball player baseball player,current
2023-03-27,JP,鶴岡慎也,Q5355943,11623,ja,human,Shinya Tsuruoka baseball player baseball player,current
2023-03-12,JP,木南晴夏,Q10855698,11622,ja,human,Haruka Kinami Japanese actress actor,current
2023-03-25,JP,翁田大勢,Q109597331,11615,ja,human,Taisei Ota Japanese professional baseball player baseball player,current
2023-03-17,JP,工藤美桜,Q11624970,11613,ja,human,"Mio Kudō Japanese model, fashion model and child actress model",current
2023-03-10,JP,小松菜奈,Q11461244,11591,ja,human,Nana Komatsu Japanese actress and model actor,current
2023-03-10,JP,金賢洙,Q77840,11590,ja,human,Kim Hyun-soo South Korean baseball player (1988-) baseball player,current
2023-03-01,JP,大谷翔平,Q4391858,11576,ja,human,Shohei Ohtani Japanese professional baseball player baseball player,current
2023-03-16,JP,五十嵐亮太,Q1044930,11576,ja,human,Ryota Igarashi baseball player baseball player,current
2023-03-17,JP,ロベルト・バルボン,Q11350640,11567,ja,human,Roberto Barbon Cuban baseball player (1933-) baseball player,historical
2023-03-07,JP,徳川家治,Q437518,11566,ja,human,Tokugawa Ieharu Japanese shogun samurai,historical
2023-03-06,JP,徳川家康,Q171977,11561,ja,human,Tokugawa Ieyasu founder and first shogun of the Tokugawa shogunate of Japan (1543–1616) samurai,historical
2023-03-26,JP,団時朗,Q3242078,11539,ja,human,Jirō Dan Japanese actor (1949–2023) actor,historical
2023-03-12,JP,夏帆,Q1036386,11530,ja,human,Kaho Japanese actress model,current
2023-03-10,JP,金子勇_(プログラマー),Q9358431,11486,ja,human,Isamu Kaneko Japanese computer scientist programmer,current
2023-03-07,JP,牧野富太郎,Q729955,11475,ja,human,Tomitaro Makino Japanese botanist (1862-1957) botanist,historical
2023-03-25,JP,肘井ミカ,Q6845517,11473,ja,human,Mika Hijii Japanese actress actor,current
2023-03-16,JP,今田美桜,Q30923595,11471,ja,human,Mio Imada Japanese actress and model actor,current
2023-03-14,JP,三浦透子,Q11356573,11468,ja,human,Tōko Miura Japanese actress and singer actor,current
2023-03-10,JP,南波雅俊,Q20041965,11463,ja,human,Masatoshi Nanba Japanese announcer announcer,historical
2023-03-05,JP,藤井聡太,Q27150862,11457,ja,human,Sota Fujii Japanese shogi player professional shogi player,current
2023-03-15,JP,谷亮子,Q240051,11454,ja,human,Ryoko Tani Japanese judoka and politician politician,current
2023-03-24,JP,中村敬斗,Q45819496,11448,ja,human,Keito Nakamura Japanese association football player association football player,current
2023-03-05,JP,ラウール_(ジャニーズ),Q66828598,11445,ja,human,Raul Japanese idol and SnowMan member (2003-) male actor,current
2023-03-20,JP,土井たか子,Q435700,11443,ja,human,Takako Doi Japanese politician (1928-2014) politician,historical
2023-03-23,JP,山田哲人,Q11470268,11442,ja,human,Tetsuto Yamada Japanese baseball player baseball player,current
2023-03-19,JP,大泉洋,Q1041739,11441,ja,human,Yō Ōizumi Japanese actor and voice actor actor,current
2023-03-16,JP,目黒蓮,Q65275571,11433,ja,human,"Ren Meguro Japanese idol, actor and Snow Man member actor",current
2023-03-19,JP,大江健三郎,Q80095,11433,ja,human,Kenzaburō Ōe Japanese writer and Nobel Laureate (1935–2023) novelist,current
2023-03-24,JP,大越健介,Q11439260,11420,ja,human,Kensuke Ōkoshi No description found journalist,historical
2023-03-11,JP,松坂大輔,Q26121,11406,ja,human,"Daisuke Matsuzaka Japanese professional baseball player, Major League Baseball player, baseball critic, baseball commentator baseball player",current
2023-03-20,JP,柄本佑,Q11259379,11376,ja,human,Tasuku Emoto Japanese actor actor,historical
2023-03-24,JP,あの,Q34861530,11375,ja,human,"Ano Japanese female singer, talent, model, model",current
2023-03-31,JP,上原光紀,Q20038881,11363,ja,human,Mitsuki Uehara Japanese announcer announcer,historical
2023-03-13,JP,中村玉緒,Q3514639,11360,ja,human,Tamao Nakamura Japanese actress actor,current
2023-03-04,JP,松岡茉優,Q11530062,11360,ja,human,Mayu Matsuoka Japanese actress actor,current
2023-03-01,JP,三木正浩,Q20983086,11358,ja,human,Masahiro Miki Japanese businessman businessperson,current
2023-03-05,JP,有賀啓雄,Q11516677,11341,ja,human,Nobuo Ariga Japanese singer-songwriter singer-songwriter,current
2023-03-27,JP,ヒロド歩美,Q18545894,11339,ja,human,Ayumi Hirodo Japanese TV announcer announcer,current
2023-03-24,JP,山本徳郁,Q3343678,11298,ja,human,Norifumi Yamamoto Japanese martial artist (1977–2018) mixed martial arts fighter,historical
2023-03-04,JP,阿部寛,Q940531,11294,ja,human,Hiroshi Abe Japanese actor and model actor,current
2023-03-02,JP,大谷翔平,Q4391858,11290,ja,human,Shohei Ohtani Japanese professional baseball player baseball player,current
2023-03-21,JP,翠富士一成,Q84977188,11264,ja,human,Midorifuji Kazunari Japanese professional sumo wrestler rikishi,current
2023-03-23,JP,西和彦,Q1393257,11264,ja,human,Kazuhiko Nishi Japanese businessman computer scientist,current
2023-03-14,JP,高市早苗,Q1705028,11251,ja,human,"Takaichi Sanae Japanese politician, Prime Minister of Japan since 2025 news presenter",current
2023-03-19,JP,築山殿,Q4415657,11247,ja,human,Tsukiyama-dono Japanese noble seishitsu,historical
2023-03-20,JP,今川氏真,Q3100078,11246,ja,human,Imagawa Ujizane Japanese daimyo of the Sengoku period samurai,historical
2023-03-15,JP,角田涼太朗,Q100323866,11245,ja,human,Ryotaro Tsunoda Japanese association football player association football player,current
2023-03-16,JP,城石憲之,Q11426250,11233,ja,human,Noriyuki Shiroishi baseball player baseball player,current
2023-03-19,JP,山本由伸,Q30935992,11230,ja,human,Yoshinobu Yamamoto Japanese baseball player baseball player,current
2023-03-07,JP,加藤あい,Q1041758,11213,ja,human,Ai Katō Japanese actress actor,current
2023-03-05,JP,ジョン・ジョーンズ,Q285450,11210,ja,human,Jon Jones American mixed martial arts fighter mixed martial arts fighter,current
2023-03-26,JP,志田未来,Q1202173,11207,ja,human,Mirai Shida Japanese actress actor,current
2023-03-21,JP,渡辺徹_(俳優),Q11562262,11204,ja,human,Tohru Watanabe Japanese actor and singer (1961-2022) actor,historical
2023-03-03,JP,今永昇太,Q22117936,11203,ja,human,Shōta Imanaga Japanese baseball player (1993-) baseball player,current
2023-03-06,JP,ハン・スンヨン,Q495020,11203,ja,human,Han Seung-yeon South Korean pop singer and actress singer,current
2023-03-18,JP,安藤サクラ,Q1060139,11200,ja,human,Sakura Andō Japanese actress actor,current
2023-03-18,JP,岡本和真,Q18817419,11190,ja,human,Kazuma Okamoto baseball player baseball player,current
2023-03-13,JP,松坂大輔,Q26121,11184,ja,human,"Daisuke Matsuzaka Japanese professional baseball player, Major League Baseball player, baseball critic, baseball commentator baseball player",current
2023-03-03,JP,瓜田純士,Q11574164,11183,ja,human,Junshi Urita Japanese actor actor,current
2023-03-21,JP,吉井理人,Q487530,11183,ja,human,"Masato Yoshii Japanese professional baseball player, MLB player, coach, manager baseball player",current
2023-03-31,JP,タイラー・ビーディ,Q16205349,11170,ja,human,Tyler Beede American baseball player baseball player,current
2023-03-21,JP,内川聖一,Q847901,11149,ja,human,Seiichi Uchikawa Japanese baseball player baseball player,current
2023-03-10,JP,吉井理人,Q487530,11146,ja,human,"Masato Yoshii Japanese professional baseball player, MLB player, coach, manager baseball player",current
2023-03-20,JP,平野紫耀,Q17361426,11131,ja,human,"Shō Hirano Japanese singer, actor and tarento actor",current
2023-03-23,JP,ランディ・アロサレーナ,Q65972748,11125,ja,human,Randy Arozarena Cuban-Mexican baseball player baseball player,historical
2023-03-24,JP,呂布カルマ,Q28689635,11121,ja,human,"Ryoff Karma Japanese rapper, singer and songwriter rapper",current
2023-03-24,JP,白井一幸,Q11579325,11113,ja,human,Kazuyuki Shirai Japanese baseball player baseball player,current
2023-03-17,JP,近藤健介,Q11638712,11107,ja,human,Kensuke Kondo Japanese professional baseball player baseball player,current
2023-03-26,JP,村上宗隆,Q54292783,11099,ja,human,Munetaka Murakami Japanese professional baseball player baseball player,current
2023-03-10,JP,KENTA_(俳優),Q11227782,11091,ja,human,Kenta Japanese actor actor,current
2023-03-15,JP,平井理央,Q5358179,11089,ja,human,Rio Hirai Japanese actress announcer,current
2023-03-02,JP,佐藤めぐみ,Q6809186,11079,ja,human,Megumi Sato Japanese actress actor,current
2023-03-24,JP,山田哲人,Q11470268,11071,ja,human,Tetsuto Yamada Japanese baseball player baseball player,current
2023-03-13,JP,水原一平,Q56059810,11057,ja,human,Ippei Mizuhara English interpreter interpreter,current
2023-03-25,JP,城石憲之,Q11426250,11054,ja,human,Noriyuki Shiroishi baseball player baseball player,current
2023-03-20,JP,葵わかな,Q11621185,11038,ja,human,Wakana Aoi Japanese actress actor,current
2023-03-13,JP,本間欧彦,Q11520988,11036,ja,human,Ōhiko Honma No description found television producer,historical
2023-03-05,JP,千眼美子,Q5508577,11034,ja,human,"Yoshiko Sengen Japanese actress, gravure idol and model actor",current
2023-03-13,JP,井上芳雄,Q11373201,11034,ja,human,Yoshio Inoue Japanese actor actor,current
2023-03-06,JP,角谷暁子,Q30932836,11019,ja,human,Akiko Kadoya Japanese announcer announcer,current
2023-03-10,JP,朴炳鎬,Q7137665,11019,ja,human,Park Byung-ho South Korean baseball player baseball player,current
2023-03-20,JP,宮城大弥,Q76284009,11005,ja,human,Hiroya Miyagi Japanese baseball player baseball player,current
2023-03-20,JP,ジョーイ・メネセス,Q58007649,10993,ja,human,Joey Meneses Mexican baseball player baseball player,current
2023-03-16,JP,田中好子,Q465268,10990,ja,human,Yoshiko Tanaka Japanese singer and actress (1956-2011) actor,current
2023-03-28,JP,古今亭志ん朝,Q11410865,10983,ja,human,Shinchō Kokontei Japanese Rakugoka (1938-2001) rakugoka,historical
2023-03-13,JP,中村壱太郎,Q56702848,10979,ja,human,Kazutarō Nakamura Kabuki actor kabuki actor,historical
2023-03-28,JP,徳川家広,Q7004131,10979,ja,human,Iehiro Tokugawa Japanese author and translator critic,historical
2023-03-18,JP,松本梨香,Q943714,10963,ja,human,"Rika Matsumoto Japanese voice actress, actress and singer singer",current
2023-03-30,JP,戸次重幸,Q11496422,10950,ja,human,Shigeyuki Totsugi Japanese actor and seiyū actor,historical
2023-03-15,JP,安藤サクラ,Q1060139,10949,ja,human,Sakura Andō Japanese actress actor,current
2023-03-15,JP,UA_(歌手),Q455980,10943,ja,human,"Ua Japanese singer, lyricist actor",current
2023-03-17,JP,立花孝志,Q17198778,10923,ja,human,"Takashi Tachibana Japanese politician, YouTuber journalist",current
2023-03-22,JP,織田哲郎,Q618196,10916,ja,human,"Tetsurō Oda Japanese composer, music producer, singer-songwriter singer",current
2023-03-22,JP,大橋未歩,Q11436608,10913,ja,human,Miho Ōhashi Japanese television announcer (1978-) announcer,current
2023-03-19,JP,井上尚弥,Q11372978,10904,ja,human,Naoya Inoue Japanese professional boxer boxer,current
2023-03-14,JP,立花孝志,Q17198778,10900,ja,human,"Takashi Tachibana Japanese politician, YouTuber journalist",current
2023-03-15,JP,齊藤健一郎,Q111113981,10900,ja,human,Ken'ichirō Saitō Japanese politician politician,current
2023-03-16,JP,福島弓子,Q9040332,10899,ja,human,Yumiko Fukushima Japanese announcer announcer,current
2023-03-17,JP,ウィリアム・フィクナー,Q220335,10886,ja,human,William Fichtner American actor (born 1956) actor,historical
